parent_label,label,video_path,include_50
Adjectives,1. loud,Adjectives/1. loud/MVI_9449.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3582.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_9441.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_4148.MOV,True
Colours,47. Red,Colours/47. Red/MVI_3868.MOV,True
People,78. Girl,People/78. Girl/MVI_3819.MOV,True
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_4591.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9178.MP4,True
People,77. Boy,People/77. Boy/MVI_3963.MOV,True
Jobs,84. Teacher,Jobs/84. Teacher/MVI_5311.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_5318.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_5327.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_9291.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_5184.MOV,True
Places,19. House,Places/19. House/MVI_3270.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3662.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_8567.MP4,True
Adjectives,1. loud,Adjectives/1. loud/MVI_5337.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3309.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_9995.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_5205.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9897.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3255.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_9959.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4882.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_4669.MOV,True
Home,34. Pen,Home/34. Pen/MVI_4388.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_3028.MOV,True
Places,23. Court,Animals/1. Dog/MVI_3028.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_5421.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_5006.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_5269.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0100.MOV,True
Home,28. Window,Home/28. Window/MVI_4364.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_4146.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_5148.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_9440.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_8608.MP4,True
Seasons,64. Fall,Seasons/64. Fall/MVI_5434.MOV,True
Home,28. Window,Home/28. Window/MVI_4883.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_3037.MOV,True
Home,28. Window,Home/28. Window/MVI_9014.MP4,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3147.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_5257.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0063.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_9535.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4202.MOV,True
People,78. Girl,People/78. Girl/MVI_4984.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_5179.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0042.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_4487.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3164.MOV,True
Places,23. Court,Places/23. Court/MVI_3455.MOV,True
Home,28. Window,Home/28. Window/MVI_8766.MP4,True
Animals,1. Dog,Animals/1. Dog/MVI_3002.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9249.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0059.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_5249.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_4566.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_5342.MOV,True
People,77. Boy,People/77. Boy/MVI_4242.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3475.MOV,True
Colours,55. White,Colours/55. White/MVI_5061.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_9201.MP4,True
Home,34. Pen,Home/34. Pen/MVI_4389.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3075.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_5137.MOV,True
Animals,4. Bird,Adjectives/87. hot/MVI_5137.MOV,True
Places,23. Court,Places/23. Court/MVI_3533.MOV,True
Colours,54. Black,Colours/54. Black/MVI_5058.MOV,True
Home,40. Paint,Home/40. Paint/MVI_4928.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9950.MOV,True
Jobs,84. Teacher,Jobs/84. Teacher/MVI_5310.MOV,True
People,66. Brother,People/66. Brother/MVI_4956.MOV,True
People,78. Girl,People/78. Girl/MVI_5289.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_5342.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3706.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9301.MOV,True
People,66. Brother,People/66. Brother/MVI_4076.MOV,True
Animals,4. Bird,People/66. Brother/MVI_4076.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_0012.MOV,True
Colours,55. White,Colours/55. White/MVI_4043.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_4490.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_9360.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5261.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9984.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_5316.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0031.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3211.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_9270.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_9203.MP4,True
Seasons,61. Summer,Seasons/61. Summer/MVI_4567.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_9454.MOV,True
Colours,47. Red,Colours/47. Red/MVI_4017.MOV,True
Colours,55. White,Colours/55. White/MVI_5210.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_9295.MOV,True
Places,19. House,Places/19. House/MVI_3596.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_9510.MOV,True
Colours,54. Black,Colours/54. Black/MVI_8619.MP4,True
Adjectives,83. big large,Adjectives/83. big large/MVI_5285.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_9378.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_4966.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9488.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9936.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9398.MOV,True
People,78. Girl,People/78. Girl/MVI_5137.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_5218.MOV,True
People,78. Girl,People/78. Girl/MVI_5290.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3705.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_5390.MOV,True
Colours,47. Red,Colours/47. Red/MVI_5185.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9916.MOV,True
People,78. Girl,People/78. Girl/MVI_4114.MOV,True
Home,40. Paint,Home/40. Paint/MVI_8818.MP4,True
Animals,4. Bird,Animals/4. Bird/MVI_3012.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0060.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4883.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0058.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3117.MOV,True
Colours,54. Black,Colours/54. Black/MVI_5060.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_4866.MOV,True
Colours,55. White,Colours/55. White/MVI_4042.MOV,True
Places,19. House,Places/19. House/MVI_3267.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_5343.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4539.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9294.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_3004.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_4536.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9908.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5170.MOV,True
Places,23. Court,Places/23. Court/MVI_3370.MOV,True
People,77. Boy,People/77. Boy/MVI_4109.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_3085.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_9541.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_9359.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_9958.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_5138.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4968.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0008.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9975.MOV,True
Home,40. Paint,Home/40. Paint/MVI_4414.MOV,True
Colours,55. White,Colours/55. White/MVI_3745.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9991.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_5189.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_9217.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3175.MOV,True
Society,2. Death,Society/2. Death/MVI_4258.MOV,True
Home,34. Pen,Home/34. Pen/MVI_9033.MP4,True
Clothes,37. Hat,Clothes/37. Hat/MVI_3690.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0084.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9319.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_5341.MOV,True
People,61. Father,People/61. Father/MVI_5227.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_9218.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9954.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9330.MOV,True
Places,23. Court,Places/23. Court/MVI_3454.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_5007.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_9918.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5047.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_0013.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_5297.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3015.MOV,True
People,66. Brother,People/66. Brother/MVI_4955.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_5317.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_4771.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_4770.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3712.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_5265.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_3072.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_9202.MP4,True
Adjectives,91. new,Adjectives/91. new/MVI_5151.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0043.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0030.MOV,True
People,61. Father,People/61. Father/MVI_4942.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3473.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5262.MOV,True
Society,2. Death,Society/2. Death/MVI_8930.MP4,True
Electronics,53. Fan,Electronics/53. Fan/MVI_4965.MOV,True
Home,28. Window,Home/28. Window/MVI_8767.MP4,True
People,61. Father,People/61. Father/MVI_3912.MOV,True
People,61. Father,People/61. Father/MVI_3763.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9479.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9321.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9247.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5492.MOV,True
Home,34. Pen,Home/34. Pen/MVI_8791.MP4,True
Pronouns,40. I,Pronouns/40. I/MVI_9957.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5176.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_9522.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_9100.MP4,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9478.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_5160.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_0025.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9956.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_9459.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9461.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3133.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0023.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_4157.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_4486.MOV,True
Places,23. Court,Places/23. Court/MVI_3287.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_9351.MOV,True
Home,34. Pen,Home/34. Pen/MVI_9032.MP4,True
People,61. Father,People/61. Father/MVI_5228.MOV,True
Places,28. Store or Shop,People/61. Father/MVI_5228.MOV,True
People,77. Boy,People/77. Boy/MVI_4112.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5526.MOV,True
People,61. Father,People/61. Father/MVI_5081.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_4990.MOV,True
Home,40. Paint,Home/40. Paint/MVI_4926.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_8569.MP4,True
Adjectives,78. long,Adjectives/78. long/MVI_5107.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_4197.MOV,True
Home,34. Pen,Home/34. Pen/MVI_9034.MP4,True
Seasons,64. Fall,Seasons/64. Fall/MVI_9133.MP4,True
Animals,4. Bird,Animals/4. Bird/MVI_3071.MOV,True
Colours,47. Red,Colours/47. Red/MVI_3867.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9934.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_9268.MOV,True
Colours,55. White,Colours/55. White/MVI_4216.MOV,True
People,77. Boy,People/77. Boy/MVI_5133.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_9374.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9400.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5030.MOV,True
Society,14. Election,Society/14. Election/MVI_4304.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9373.MOV,True
People,61. Father,People/61. Father/MVI_4941.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_8570.MP4,True
Adjectives,79. short,Adjectives/79. short/MVI_5111.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_3835.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0007.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9238.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3049.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9292.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3500.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_9134.MP4,True
Pronouns,40. I,Pronouns/40. I/MVI_0002.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0024.MOV,True
Home,40. Paint,Home/40. Paint/MVI_8819.MP4,True
Adjectives,78. long,Adjectives/78. long/MVI_9458.MOV,True
Places,19. House,Places/19. House/MVI_3437.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_5307.MOV,True
Adjectives,84. small little,Adjectives/91. new/MVI_5307.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_5207.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9477.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9476.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9235.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_3040.MOV,True
Society,14. Election,Society/14. Election/MVI_8712.MP4,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9949.MOV,True
Society,14. Election,Society/14. Election/MVI_8969.MP4,True
Colours,47. Red,Colours/47. Red/MVI_5039.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_9340.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9394.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9937.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3663.MOV,True
Colours,54. Black,Colours/54. Black/MVI_4918.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_5343.MOV,True
Colours,55. White,Colours/55. White/MVI_4044.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_5389.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3554.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3098.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3194.MOV,True
Home,34. Pen,Home/34. Pen/MVI_8794.MP4,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3553.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3210.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0046.MOV,True
People,61. Father,People/61. Father/MVI_4060.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_4992.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3046.MOV,True
Places,23. Court,Places/23. Court/MVI_3285.MOV,True
Animals,4. Bird,Places/23. Court/MVI_3285.MOV,True
Colours,47. Red,Colours/47. Red/MVI_3719.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9917.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3224.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9480.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_5000.MOV,True
Places,35. Bank,Seasons/64. Fall/MVI_5000.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_4156.MOV,True
Home,34. Pen,Home/34. Pen/MVI_8795.MP4,True
Society,2. Death,Society/2. Death/MVI_8663.MP4,True
Places,35. Bank,Places/35. Bank/MVI_3421.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4008.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_9376.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9237.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9175.MP4,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9537.MOV,True
Places,19. House,Places/19. House/MVI_3514.MOV,True
People,78. Girl,People/78. Girl/MVI_4115.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3856.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_9456.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0032.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_5267.MOV,True
Colours,47. Red,Colours/47. Red/MVI_4897.MOV,True
People,78. Girl,People/78. Girl/MVI_4986.MOV,True
People,61. Father,People/61. Father/MVI_3909.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_9534.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3118.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_9922.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3240.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_9204.MP4,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5171.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_8561.MP4,True
Clothes,37. Hat,Clothes/37. Hat/MVI_3837.MOV,True
People,61. Father,People/61. Father/MVI_8626.MP4,True
Adjectives,1. loud,Adjectives/1. loud/MVI_5178.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3633.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9410.MOV,True
Home,40. Paint,Home/40. Paint/MVI_8820.MP4,True
People,66. Brother,People/66. Brother/MVI_5245.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_8888.MP4,True
Adjectives,84. small little,Adjectives/84. small little/MVI_5208.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3307.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9302.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5023.MOV,True
Places,23. Court,Places/23. Court/MVI_3284.MOV,True
People,77. Boy,People/77. Boy/MVI_3962.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_4159.MOV,True
Home,28. Window,Home/28. Window/MVI_9013.MP4,True
Adjectives,97. dry,Adjectives/97. dry/MVI_9361.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_5422.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_0039.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_5248.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_0003.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9939.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5340.MOV,True
Society,14. Election,Society/14. Election/MVI_4306.MOV,True
People,66. Brother,People/66. Brother/MVI_3778.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0099.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_4192.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9945.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_9261.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_5159.MOV,True
Places,23. Court,Places/23. Court/MVI_3532.MOV,True
People,77. Boy,People/77. Boy/MVI_3815.MOV,True
Places,19. House,Places/19. House/MVI_3269.MOV,True
Colours,54. Black,Colours/54. Black/MVI_4039.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0112.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_4964.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0044.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_5125.MOV,True
Colours,55. White,Colours/55. White/MVI_3744.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_5190.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_5394.MOV,True
Colours,55. White,Colours/55. White/MVI_5063.MOV,True
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_5448.MOV,True
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4745.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_9423.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_5433.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9396.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_3011.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_9350.MOV,True
Colours,47. Red,Colours/47. Red/MVI_3866.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3661.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_4158.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9992.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4638.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_4535.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4967.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_0031.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9320.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9303.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9248.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3584.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_5191.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3704.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_4865.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3145.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9539.MOV,True
Society,14. Election,Society/14. Election/MVI_4841.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9948.MOV,True
People,77. Boy,People/77. Boy/MVI_4111.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_9430.MOV,True
People,78. Girl,People/78. Girl/MVI_4985.MOV,True
People,77. Boy,People/77. Boy/MVI_5134.MOV,True
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_5447.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_5127.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_9297.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3419.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0060_.MOV,True
Jobs,84. Teacher,Jobs/84. Teacher/MVI_5313.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3384.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9489.MOV,True
People,61. Father,People/61. Father/MVI_5082.MOV,True
Places,23. Court,Places/23. Court/MVI_3365.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9984.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4889.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4537.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_5393.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5494.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3048.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_8560.MP4,True
Adjectives,78. long,Adjectives/78. long/MVI_9379.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3195.MOV,True
People,77. Boy,People/77. Boy/MVI_8644.MP4,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5527.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_5435.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_0014.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_9880.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_8600.MP4,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5029.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9487.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_5283.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_9369.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_8597.MP4,True
Animals,1. Dog,Animals/1. Dog/MVI_3029.MOV,True
People,78. Girl,People/78. Girl/MVI_5136.MOV,True
