video_path,sequence_path,folder_label,class_id,archive
Days_and_Time/78. Year/MVI_5048.MOV,data/include50/sequences/Days_and_Time/78. Year/MVI_5048.npy,78. Year,38,Days_and_Time_2of3.zip
Electronics/53. Fan/MVI_4536.MOV,data/include50/sequences/Electronics/53. Fan/MVI_4536.npy,53. Fan,26,Electronics_1of2.zip
Adjectives/83. big large/MVI_5125.MOV,data/include50/sequences/Adjectives/83. big large/MVI_5125.npy,83. big large,41,Adjectives_5of8.zip
Adjectives/91. new/MVI_9423.MOV,data/include50/sequences/Adjectives/91. new/MVI_9423.npy,91. new,47,Adjectives_6of8.zip
Society/2. Death/MVI_8663.MP4,data/include50/sequences/Society/2. Death/MVI_8663.npy,2. Death,6,Society_1of3.zip
Electronics/54. Cell phone/MVI_4540.MOV,data/include50/sequences/Electronics/54. Cell phone/MVI_4540.npy,54. Cell phone,28,Electronics_1of2.zip
Adjectives/3. happy/MVI_9456.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9456.npy,3. happy,11,Adjectives_1of8.zip
Pronouns/44. it/MVI_9899.MOV,data/include50/sequences/Pronouns/44. it/MVI_9899.npy,44. it,20,Pronouns_1of2.zip
Seasons/61. Summer/MVI_4566.MOV,data/include50/sequences/Seasons/61. Summer/MVI_4566.npy,61. Summer,32,Seasons_1of1.zip
Days_and_Time/86. Time/MVI_5525.MOV,data/include50/sequences/Days_and_Time/86. Time/MVI_5525.npy,86. Time,44,Days_and_Time_3of3.zip
People/78. Girl/MVI_4115.MOV,data/include50/sequences/People/78. Girl/MVI_4115.npy,78. Girl,37,People_4of5.zip
Pronouns/40. I/MVI_0001.MOV,data/include50/sequences/Pronouns/40. I/MVI_0001.npy,40. I,16,Pronouns_1of2.zip
Adjectives/3. happy/MVI_9376.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9376.npy,3. happy,11,Adjectives_1of8.zip
Places/28. Store or Shop/MVI_3474.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3474.npy,28. Store or Shop,9,Places_3of4.zip
Jobs/91. Priest/MVI_8888.MP4,data/include50/sequences/Jobs/91. Priest/MVI_8888.npy,91. Priest,46,Jobs_1of2.zip
Adjectives/1. loud/MVI_5259.MOV,data/include50/sequences/Adjectives/1. loud/MVI_5259.npy,1. loud,1,Adjectives_1of8.zip
Adjectives/3. happy/MVI_5183.MOV,data/include50/sequences/Adjectives/3. happy/MVI_5183.npy,3. happy,11,Adjectives_1of8.zip
Greetings/55. Thank you/MVI_9950.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_9950.npy,55. Thank you,29,Greetings_2of2.zip
Adjectives/2. quiet/MVI_9292.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9292.npy,2. quiet,7,Adjectives_1of8.zip
Home/40. Paint/MVI_4414.MOV,data/include50/sequences/Home/40. Paint/MVI_4414.npy,40. Paint,17,Home_3of4.zip
Adjectives/3. happy/MVI_5342.MOV,data/include50/sequences/Adjectives/3. happy/MVI_5342.npy,3. happy,11,Adjectives_1of8.zip
Colours/47. Red/MVI_5039.MOV,data/include50/sequences/Colours/47. Red/MVI_5039.npy,47. Red,22,Colours_1of2.zip
Colours/54. Black/MVI_5208.MOV,data/include50/sequences/Colours/54. Black/MVI_5208.npy,54. Black,27,Colours_2of2.zip
Days_and_Time/67. Monday/MVI_4591.MOV,data/include50/sequences/Days_and_Time/67. Monday/MVI_4591.npy,67. Monday,35,Days_and_Time_1of3.zip
Adjectives/94. good/MVI_5318.MOV,data/include50/sequences/Adjectives/94. good/MVI_5318.npy,94. good,48,Adjectives_7of8.zip
Pronouns/40. I/MVI_0012.MOV,data/include50/sequences/Pronouns/40. I/MVI_0012.npy,40. I,16,Pronouns_1of2.zip
Colours/54. Black/MVI_3742.MOV,data/include50/sequences/Colours/54. Black/MVI_3742.npy,54. Black,27,Colours_2of2.zip
Places/28. Store or Shop/MVI_3633.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3633.npy,28. Store or Shop,9,Places_3of4.zip
Clothes/42. T-Shirt/MVI_4003.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_4003.npy,42. T-Shirt,18,Clothes_2of2.zip
Seasons/64. Fall/MVI_5433.MOV,data/include50/sequences/Seasons/64. Fall/MVI_5433.npy,64. Fall,33,Seasons_1of1.zip
People/66. Brother/MVI_5245.MOV,data/include50/sequences/People/66. Brother/MVI_5245.npy,66. Brother,34,People_2of5.zip
Clothes/44. Shoes/MVI_5176.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_5176.npy,44. Shoes,19,Clothes_2of2.zip
People/78. Girl/MVI_5290.MOV,data/include50/sequences/People/78. Girl/MVI_5290.npy,78. Girl,37,People_4of5.zip
Home/28. Window/MVI_8769.MP4,data/include50/sequences/Home/28. Window/MVI_8769.npy,28. Window,10,Home_1of4.zip
Places/19. House/MVI_3596.MOV,data/include50/sequences/Places/19. House/MVI_3596.npy,19. House,5,Places_1of4.zip
Adjectives/2. quiet/MVI_9451.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9451.npy,2. quiet,7,Adjectives_1of8.zip
Adjectives/91. new/MVI_9421.MOV,data/include50/sequences/Adjectives/91. new/MVI_9421.npy,91. new,47,Adjectives_6of8.zip
Animals/4. Bird/MVI_3040.MOV,data/include50/sequences/Animals/4. Bird/MVI_3040.npy,4. Bird,15,Animals_1of2.zip
Greetings/55. Thank you/MVI_0060.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_0060.npy,55. Thank you,29,Greetings_2of2.zip
Places/28. Store or Shop/MVI_3553.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3553.npy,28. Store or Shop,9,Places_3of4.zip
Electronics/54. Cell phone/MVI_4969.MOV,data/include50/sequences/Electronics/54. Cell phone/MVI_4969.npy,54. Cell phone,28,Electronics_1of2.zip
Seasons/64. Fall/MVI_4579.MOV,data/include50/sequences/Seasons/64. Fall/MVI_4579.npy,64. Fall,33,Seasons_1of1.zip
People/77. Boy/MVI_3815.MOV,data/include50/sequences/People/77. Boy/MVI_3815.npy,77. Boy,36,People_4of5.zip
Adjectives/3. happy/MVI_9375.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9375.npy,3. happy,11,Adjectives_1of8.zip
Greetings/55. Thank you/MVI_9987.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_9987.npy,55. Thank you,29,Greetings_2of2.zip
Adjectives/84. small little/MVI_9400.MOV,data/include50/sequences/Adjectives/84. small little/MVI_9400.npy,84. small little,43,Adjectives_5of8.zip
Jobs/84. Teacher/MVI_4457.MOV,data/include50/sequences/Jobs/84. Teacher/MVI_4457.npy,84. Teacher,42,Jobs_1of2.zip
People/77. Boy/MVI_3816.MOV,data/include50/sequences/People/77. Boy/MVI_3816.npy,77. Boy,36,People_4of5.zip
Places/19. House/MVI_3516.MOV,data/include50/sequences/Places/19. House/MVI_3516.npy,19. House,5,Places_1of4.zip
Greetings/51. Good Morning/MVI_9992.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_9992.npy,51. Good Morning,25,Greetings_1of2.zip
Greetings/48. Hello/MVI_9917.MOV,data/include50/sequences/Greetings/48. Hello/MVI_9917.npy,48. Hello,23,Greetings_1of2.zip
Adjectives/97. dry/MVI_5328.MOV,data/include50/sequences/Adjectives/97. dry/MVI_5328.npy,97. dry,49,Adjectives_8of8.zip
Pronouns/40. I/MVI_0065.MOV,data/include50/sequences/Pronouns/40. I/MVI_0065.npy,40. I,16,Pronouns_1of2.zip
Colours/54. Black/MVI_4041.MOV,data/include50/sequences/Colours/54. Black/MVI_4041.npy,54. Black,27,Colours_2of2.zip
Colours/55. White/MVI_5063.MOV,data/include50/sequences/Colours/55. White/MVI_5063.npy,55. White,30,Colours_2of2.zip
Adjectives/97. dry/MVI_9441.MOV,data/include50/sequences/Adjectives/97. dry/MVI_9441.npy,97. dry,49,Adjectives_8of8.zip
Days_and_Time/86. Time/MVI_5526.MOV,data/include50/sequences/Days_and_Time/86. Time/MVI_5526.npy,86. Time,44,Days_and_Time_3of3.zip
Means_of_Transportation/16. train ticket/MVI_3225.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_3225.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Adjectives/97. dry/MVI_9439.MOV,data/include50/sequences/Adjectives/97. dry/MVI_9439.npy,97. dry,49,Adjectives_8of8.zip
Pronouns/40. I/MVI_9959.MOV,data/include50/sequences/Pronouns/40. I/MVI_9959.npy,40. I,16,Pronouns_1of2.zip
Adjectives/97. dry/MVI_9279.MOV,data/include50/sequences/Adjectives/97. dry/MVI_9279.npy,97. dry,49,Adjectives_8of8.zip
Places/23. Court/MVI_3533.MOV,data/include50/sequences/Places/23. Court/MVI_3533.npy,23. Court,8,Places_2of4.zip
Days_and_Time/78. Year/MVI_4637.MOV,data/include50/sequences/Days_and_Time/78. Year/MVI_4637.npy,78. Year,38,Days_and_Time_2of3.zip
Electronics/53. Fan/MVI_5390.MOV,data/include50/sequences/Electronics/53. Fan/MVI_5390.npy,53. Fan,26,Electronics_1of2.zip
Pronouns/44. it/MVI_9897.MOV,data/include50/sequences/Pronouns/44. it/MVI_9897.npy,44. it,20,Pronouns_1of2.zip
Animals/4. Bird/MVI_3011.MOV,data/include50/sequences/Animals/4. Bird/MVI_3011.npy,4. Bird,15,Animals_1of2.zip
Means_of_Transportation/16. train ticket/MVI_4191.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_4191.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Adjectives/3. happy/MVI_9454.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9454.npy,3. happy,11,Adjectives_1of8.zip
Adjectives/79. short/MVI_9462.MOV,data/include50/sequences/Adjectives/79. short/MVI_9462.npy,79. short,40,Adjectives_4of8.zip
Colours/54. Black/MVI_5207.MOV,data/include50/sequences/Colours/54. Black/MVI_5207.npy,54. Black,27,Colours_2of2.zip
Days_and_Time/86. Time/MVI_4667.MOV,data/include50/sequences/Days_and_Time/86. Time/MVI_4667.npy,86. Time,44,Days_and_Time_3of3.zip
Animals/5. Cow/MVI_2990.MOV,data/include50/sequences/Animals/5. Cow/MVI_2990.npy,5. Cow,24,Animals_1of2.zip
Clothes/44. Shoes/MVI_4010.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_4010.npy,44. Shoes,19,Clothes_2of2.zip
Adjectives/97. dry/MVI_5169.MOV,data/include50/sequences/Adjectives/97. dry/MVI_5169.npy,97. dry,49,Adjectives_8of8.zip
Animals/5. Cow/MVI_4159.MOV,data/include50/sequences/Animals/5. Cow/MVI_4159.npy,5. Cow,24,Animals_1of2.zip
Means_of_Transportation/16. train ticket/MVI_3197.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_3197.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Adjectives/3. happy/MVI_9296.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9296.npy,3. happy,11,Adjectives_1of8.zip
People/77. Boy/MVI_5132.MOV,data/include50/sequences/People/77. Boy/MVI_5132.npy,77. Boy,36,People_4of5.zip
Home/40. Paint/MVI_9052.MP4,data/include50/sequences/Home/40. Paint/MVI_9052.npy,40. Paint,17,Home_3of4.zip
Means_of_Transportation/11. Car/MVI_4178.MOV,data/include50/sequences/Means_of_Transportation/11. Car/MVI_4178.npy,11. Car,2,Means_of_Transportation_1of2.zip
Adjectives/94. good/MVI_9432.MOV,data/include50/sequences/Adjectives/94. good/MVI_9432.npy,94. good,48,Adjectives_7of8.zip
Adjectives/3. happy/MVI_5184.MOV,data/include50/sequences/Adjectives/3. happy/MVI_5184.npy,3. happy,11,Adjectives_1of8.zip
Seasons/64. Fall/MVI_5000.MOV,data/include50/sequences/Seasons/64. Fall/MVI_5000.npy,64. Fall,33,Seasons_1of1.zip
Clothes/44. Shoes/MVI_5177.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_5177.npy,44. Shoes,19,Clothes_2of2.zip
Days_and_Time/67. Monday/MVI_9142.MP4,data/include50/sequences/Days_and_Time/67. Monday/MVI_9142.npy,67. Monday,35,Days_and_Time_1of3.zip
Greetings/48. Hello/MVI_0038.MOV,data/include50/sequences/Greetings/48. Hello/MVI_0038.npy,48. Hello,23,Greetings_1of2.zip
Jobs/84. Teacher/MVI_5313.MOV,data/include50/sequences/Jobs/84. Teacher/MVI_5313.npy,84. Teacher,42,Jobs_1of2.zip
People/78. Girl/MVI_3966.MOV,data/include50/sequences/People/78. Girl/MVI_3966.npy,78. Girl,37,People_4of5.zip
Colours/55. White/MVI_5061.MOV,data/include50/sequences/Colours/55. White/MVI_5061.npy,55. White,30,Colours_2of2.zip
Animals/1. Dog/MVI_3086.MOV,data/include50/sequences/Animals/1. Dog/MVI_3086.npy,1. Dog,0,Animals_1of2.zip
Pronouns/46. you (plural)/MVI_0024.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_0024.npy,46. you (plural),21,Pronouns_2of2.zip
Adjectives/78. long/MVI_5266.MOV,data/include50/sequences/Adjectives/78. long/MVI_5266.npy,78. long,39,Adjectives_4of8.zip
Adjectives/2. quiet/MVI_5338.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_5338.npy,2. quiet,7,Adjectives_1of8.zip
Greetings/48. Hello/MVI_0089.MOV,data/include50/sequences/Greetings/48. Hello/MVI_0089.npy,48. Hello,23,Greetings_1of2.zip
Adjectives/87. hot/MVI_5218.MOV,data/include50/sequences/Adjectives/87. hot/MVI_5218.npy,87. hot,45,Adjectives_6of8.zip
Adjectives/1. loud/MVI_5335.MOV,data/include50/sequences/Adjectives/1. loud/MVI_5335.npy,1. loud,1,Adjectives_1of8.zip
Places/23. Court/MVI_3532.MOV,data/include50/sequences/Places/23. Court/MVI_3532.npy,23. Court,8,Places_2of4.zip
Adjectives/84. small little/MVI_5126.MOV,data/include50/sequences/Adjectives/84. small little/MVI_5126.npy,84. small little,43,Adjectives_5of8.zip
Pronouns/44. it/MVI_0026.MOV,data/include50/sequences/Pronouns/44. it/MVI_0026.npy,44. it,20,Pronouns_1of2.zip
Days_and_Time/67. Monday/MVI_4594.MOV,data/include50/sequences/Days_and_Time/67. Monday/MVI_4594.npy,67. Monday,35,Days_and_Time_1of3.zip
Home/34. Pen/MVI_9034.MP4,data/include50/sequences/Home/34. Pen/MVI_9034.npy,34. Pen,12,Home_2of4.zip
Jobs/91. Priest/MVI_4489.MOV,data/include50/sequences/Jobs/91. Priest/MVI_4489.npy,91. Priest,46,Jobs_1of2.zip
Pronouns/40. I/MVI_9879.MOV,data/include50/sequences/Pronouns/40. I/MVI_9879.npy,40. I,16,Pronouns_1of2.zip
Clothes/42. T-Shirt/MVI_3850.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_3850.npy,42. T-Shirt,18,Clothes_2of2.zip
Places/19. House/MVI_3437.MOV,data/include50/sequences/Places/19. House/MVI_3437.npy,19. House,5,Places_1of4.zip
Animals/4. Bird/MVI_3070.MOV,data/include50/sequences/Animals/4. Bird/MVI_3070.npy,4. Bird,15,Animals_1of2.zip
Adjectives/91. new/MVI_5307.MOV,data/include50/sequences/Adjectives/91. new/MVI_5307.npy,91. new,47,Adjectives_6of8.zip
Places/19. House/MVI_3594.MOV,data/include50/sequences/Places/19. House/MVI_3594.npy,19. House,5,Places_1of4.zip
Electronics/53. Fan/MVI_9097.MP4,data/include50/sequences/Electronics/53. Fan/MVI_9097.npy,53. Fan,26,Electronics_1of2.zip
Adjectives/94. good/MVI_5160.MOV,data/include50/sequences/Adjectives/94. good/MVI_5160.npy,94. good,48,Adjectives_7of8.zip
Jobs/84. Teacher/MVI_8864.MP4,data/include50/sequences/Jobs/84. Teacher/MVI_8864.npy,84. Teacher,42,Jobs_1of2.zip
People/66. Brother/MVI_3927.MOV,data/include50/sequences/People/66. Brother/MVI_3927.npy,66. Brother,34,People_2of5.zip
Adjectives/79. short/MVI_9220.MOV,data/include50/sequences/Adjectives/79. short/MVI_9220.npy,79. short,40,Adjectives_4of8.zip
Electronics/53. Fan/MVI_4532.MOV,data/include50/sequences/Electronics/53. Fan/MVI_4532.npy,53. Fan,26,Electronics_1of2.zip
Animals/5. Cow/MVI_3047.MOV,data/include50/sequences/Animals/5. Cow/MVI_3047.npy,5. Cow,24,Animals_1of2.zip
Adjectives/97. dry/MVI_5249.MOV,data/include50/sequences/Adjectives/97. dry/MVI_5249.npy,97. dry,49,Adjectives_8of8.zip
Pronouns/46. you (plural)/MVI_9976.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_9976.npy,46. you (plural),21,Pronouns_2of2.zip
Pronouns/44. it/MVI_9900.MOV,data/include50/sequences/Pronouns/44. it/MVI_9900.npy,44. it,20,Pronouns_1of2.zip
Adjectives/94. good/MVI_9268.MOV,data/include50/sequences/Adjectives/94. good/MVI_9268.npy,94. good,48,Adjectives_7of8.zip
Electronics/54. Cell phone/MVI_4538.MOV,data/include50/sequences/Electronics/54. Cell phone/MVI_4538.npy,54. Cell phone,28,Electronics_1of2.zip
Adjectives/2. quiet/MVI_9372.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9372.npy,2. quiet,7,Adjectives_1of8.zip
Places/19. House/MVI_3438.MOV,data/include50/sequences/Places/19. House/MVI_3438.npy,19. House,5,Places_1of4.zip
Means_of_Transportation/16. train ticket/MVI_3255.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_3255.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Days_and_Time/67. Monday/MVI_5011.MOV,data/include50/sequences/Days_and_Time/67. Monday/MVI_5011.npy,67. Monday,35,Days_and_Time_1of3.zip
Seasons/61. Summer/MVI_9122.MP4,data/include50/sequences/Seasons/61. Summer/MVI_9122.npy,61. Summer,32,Seasons_1of1.zip
Colours/55. White/MVI_4042.MOV,data/include50/sequences/Colours/55. White/MVI_4042.npy,55. White,30,Colours_2of2.zip
Clothes/42. T-Shirt/MVI_4202.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_4202.npy,42. T-Shirt,18,Clothes_2of2.zip
Means_of_Transportation/11. Car/MVI_3211.MOV,data/include50/sequences/Means_of_Transportation/11. Car/MVI_3211.npy,11. Car,2,Means_of_Transportation_1of2.zip
Adjectives/3. happy/MVI_5341.MOV,data/include50/sequences/Adjectives/3. happy/MVI_5341.npy,3. happy,11,Adjectives_1of8.zip
Jobs/91. Priest/MVI_4770.MOV,data/include50/sequences/Jobs/91. Priest/MVI_4770.npy,91. Priest,46,Jobs_1of2.zip
Pronouns/40. I/MVI_9919.MOV,data/include50/sequences/Pronouns/40. I/MVI_9919.npy,40. I,16,Pronouns_1of2.zip
Pronouns/40. I/MVI_9995.MOV,data/include50/sequences/Pronouns/40. I/MVI_9995.npy,40. I,16,Pronouns_1of2.zip
Pronouns/46. you (plural)/MVI_9907.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_9907.npy,46. you (plural),21,Pronouns_2of2.zip
Days_and_Time/67. Monday/MVI_5446.MOV,data/include50/sequences/Days_and_Time/67. Monday/MVI_5446.npy,67. Monday,35,Days_and_Time_1of3.zip
Adjectives/3. happy/MVI_9541.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9541.npy,3. happy,11,Adjectives_1of8.zip
Animals/1. Dog/MVI_3029.MOV,data/include50/sequences/Animals/1. Dog/MVI_3029.npy,1. Dog,0,Animals_1of2.zip
Means_of_Transportation/16. train ticket/MVI_8597.MP4,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_8597.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Days_and_Time/78. Year/MVI_5049.MOV,data/include50/sequences/Days_and_Time/78. Year/MVI_5049.npy,78. Year,38,Days_and_Time_2of3.zip
Electronics/54. Cell phone/MVI_5394.MOV,data/include50/sequences/Electronics/54. Cell phone/MVI_5394.npy,54. Cell phone,28,Electronics_1of2.zip
Days_and_Time/86. Time/MVI_5527.MOV,data/include50/sequences/Days_and_Time/86. Time/MVI_5527.npy,86. Time,44,Days_and_Time_3of3.zip
People/61. Father/MVI_3765.MOV,data/include50/sequences/People/61. Father/MVI_3765.npy,61. Father,31,People_1of5.zip
Adjectives/79. short/MVI_9303.MOV,data/include50/sequences/Adjectives/79. short/MVI_9303.npy,79. short,40,Adjectives_4of8.zip
Adjectives/91. new/MVI_9260.MOV,data/include50/sequences/Adjectives/91. new/MVI_9260.npy,91. new,47,Adjectives_6of8.zip
Adjectives/94. good/MVI_9351.MOV,data/include50/sequences/Adjectives/94. good/MVI_9351.npy,94. good,48,Adjectives_7of8.zip
Means_of_Transportation/16. train ticket/MVI_3254.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_3254.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Clothes/44. Shoes/MVI_8608.MP4,data/include50/sequences/Clothes/44. Shoes/MVI_8608.npy,44. Shoes,19,Clothes_2of2.zip
Means_of_Transportation/11. Car/MVI_3175.MOV,data/include50/sequences/Means_of_Transportation/11. Car/MVI_3175.npy,11. Car,2,Means_of_Transportation_1of2.zip
Greetings/51. Good Morning/MVI_0044.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_0044.npy,51. Good Morning,25,Greetings_1of2.zip
Adjectives/94. good/MVI_9511.MOV,data/include50/sequences/Adjectives/94. good/MVI_9511.npy,94. good,48,Adjectives_7of8.zip
Clothes/37. Hat/MVI_4197.MOV,data/include50/sequences/Clothes/37. Hat/MVI_4197.npy,37. Hat,14,Clothes_1of2.zip
Adjectives/79. short/MVI_9381.MOV,data/include50/sequences/Adjectives/79. short/MVI_9381.npy,79. short,40,Adjectives_4of8.zip
Colours/54. Black/MVI_4039.MOV,data/include50/sequences/Colours/54. Black/MVI_4039.npy,54. Black,27,Colours_2of2.zip
Adjectives/84. small little/MVI_9319.MOV,data/include50/sequences/Adjectives/84. small little/MVI_9319.npy,84. small little,43,Adjectives_5of8.zip
Adjectives/1. loud/MVI_5258.MOV,data/include50/sequences/Adjectives/1. loud/MVI_5258.npy,1. loud,1,Adjectives_1of8.zip
Adjectives/79. short/MVI_5271.MOV,data/include50/sequences/Adjectives/79. short/MVI_5271.npy,79. short,40,Adjectives_4of8.zip
Animals/5. Cow/MVI_3099.MOV,data/include50/sequences/Animals/5. Cow/MVI_3099.npy,5. Cow,24,Animals_1of2.zip
Society/2. Death/MVI_8930.MP4,data/include50/sequences/Society/2. Death/MVI_8930.npy,2. Death,6,Society_1of3.zip
Animals/1. Dog/MVI_8560.MP4,data/include50/sequences/Animals/1. Dog/MVI_8560.npy,1. Dog,0,Animals_1of2.zip
Pronouns/44. it/MVI_9937.MOV,data/include50/sequences/Pronouns/44. it/MVI_9937.npy,44. it,20,Pronouns_1of2.zip
People/78. Girl/MVI_3965.MOV,data/include50/sequences/People/78. Girl/MVI_3965.npy,78. Girl,37,People_4of5.zip
Adjectives/3. happy/MVI_9540.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9540.npy,3. happy,11,Adjectives_1of8.zip
People/78. Girl/MVI_5289.MOV,data/include50/sequences/People/78. Girl/MVI_5289.npy,78. Girl,37,People_4of5.zip
Jobs/84. Teacher/MVI_4746.MOV,data/include50/sequences/Jobs/84. Teacher/MVI_4746.npy,84. Teacher,42,Jobs_1of2.zip
Clothes/37. Hat/MVI_3688.MOV,data/include50/sequences/Clothes/37. Hat/MVI_3688.npy,37. Hat,14,Clothes_1of2.zip
Colours/55. White/MVI_3743.MOV,data/include50/sequences/Colours/55. White/MVI_3743.npy,55. White,30,Colours_2of2.zip
Clothes/44. Shoes/MVI_5029.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_5029.npy,44. Shoes,19,Clothes_2of2.zip
Adjectives/87. hot/MVI_9488.MOV,data/include50/sequences/Adjectives/87. hot/MVI_9488.npy,87. hot,45,Adjectives_6of8.zip
Clothes/37. Hat/MVI_3985.MOV,data/include50/sequences/Clothes/37. Hat/MVI_3985.npy,37. Hat,14,Clothes_1of2.zip
Days_and_Time/67. Monday/MVI_4592.MOV,data/include50/sequences/Days_and_Time/67. Monday/MVI_4592.npy,67. Monday,35,Days_and_Time_1of3.zip
Days_and_Time/78. Year/MVI_9176.MP4,data/include50/sequences/Days_and_Time/78. Year/MVI_9176.npy,78. Year,38,Days_and_Time_2of3.zip
Adjectives/78. long/MVI_9377.MOV,data/include50/sequences/Adjectives/78. long/MVI_9377.npy,78. long,39,Adjectives_4of8.zip
Days_and_Time/78. Year/MVI_9177.MP4,data/include50/sequences/Days_and_Time/78. Year/MVI_9177.npy,78. Year,38,Days_and_Time_2of3.zip
Pronouns/46. you (plural)/MVI_0022.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_0022.npy,46. you (plural),21,Pronouns_2of2.zip
Greetings/48. Hello/MVI_9957.MOV,data/include50/sequences/Greetings/48. Hello/MVI_9957.npy,48. Hello,23,Greetings_1of2.zip
People/66. Brother/MVI_5244.MOV,data/include50/sequences/People/66. Brother/MVI_5244.npy,66. Brother,34,People_2of5.zip
Jobs/91. Priest/MVI_4488.MOV,data/include50/sequences/Jobs/91. Priest/MVI_4488.npy,91. Priest,46,Jobs_1of2.zip
Greetings/51. Good Morning/MVI_9968.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_9968.npy,51. Good Morning,25,Greetings_1of2.zip
Adjectives/87. hot/MVI_9248.MOV,data/include50/sequences/Adjectives/87. hot/MVI_9248.npy,87. hot,45,Adjectives_6of8.zip
Animals/1. Dog/MVI_3087.MOV,data/include50/sequences/Animals/1. Dog/MVI_3087.npy,1. Dog,0,Animals_1of2.zip
Society/14. Election/MVI_8968.MP4,data/include50/sequences/Society/14. Election/MVI_8968.npy,14. Election,3,Society_2of3.zip
Adjectives/94. good/MVI_9512.MOV,data/include50/sequences/Adjectives/94. good/MVI_9512.npy,94. good,48,Adjectives_7of8.zip
People/77. Boy/MVI_4111.MOV,data/include50/sequences/People/77. Boy/MVI_4111.npy,77. Boy,36,People_4of5.zip
Days_and_Time/86. Time/MVI_4668.MOV,data/include50/sequences/Days_and_Time/86. Time/MVI_4668.npy,86. Time,44,Days_and_Time_3of3.zip
Days_and_Time/78. Year/MVI_5492.MOV,data/include50/sequences/Days_and_Time/78. Year/MVI_5492.npy,78. Year,38,Days_and_Time_2of3.zip
Animals/1. Dog/MVI_3028.MOV,data/include50/sequences/Animals/1. Dog/MVI_3028.npy,1. Dog,0,Animals_1of2.zip
People/66. Brother/MVI_4077.MOV,data/include50/sequences/People/66. Brother/MVI_4077.npy,66. Brother,34,People_2of5.zip
Animals/4. Bird/MVI_3096.MOV,data/include50/sequences/Animals/4. Bird/MVI_3096.npy,4. Bird,15,Animals_1of2.zip
Places/35. Bank/MVI_3423.MOV,data/include50/sequences/Places/35. Bank/MVI_3423.npy,35. Bank,13,Places_4of4.zip
Greetings/55. Thank you/MVI_0007.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_0007.npy,55. Thank you,29,Greetings_2of2.zip
Colours/55. White/MVI_4922.MOV,data/include50/sequences/Colours/55. White/MVI_4922.npy,55. White,30,Colours_2of2.zip
Home/34. Pen/MVI_8794.MP4,data/include50/sequences/Home/34. Pen/MVI_8794.npy,34. Pen,12,Home_2of4.zip
Places/35. Bank/MVI_3419.MOV,data/include50/sequences/Places/35. Bank/MVI_3419.npy,35. Bank,13,Places_4of4.zip
Electronics/54. Cell phone/MVI_9100.MP4,data/include50/sequences/Electronics/54. Cell phone/MVI_9100.npy,54. Cell phone,28,Electronics_1of2.zip
Colours/47. Red/MVI_4899.MOV,data/include50/sequences/Colours/47. Red/MVI_4899.npy,47. Red,22,Colours_1of2.zip
Colours/54. Black/MVI_4215.MOV,data/include50/sequences/Colours/54. Black/MVI_4215.npy,54. Black,27,Colours_2of2.zip
